"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"10/22/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"10/23/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"10/24/2019","AQS","060658001","1","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"10/25/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"10/26/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"10/27/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"10/28/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"10/29/2019","AQS","060658001","1","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"10/30/2019","AQS","060658001","1","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"10/31/2019","AQS","060658001","1","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/01/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","15","63.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/02/2019","AQS","060658001","1","0.9","ppm","10","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/03/2019","AQS","060658001","1","1.2","ppm","14","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/04/2019","AQS","060658001","1","1","ppm","11","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/05/2019","AQS","060658001","1","1.1","ppm","13","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/06/2019","AQS","060658001","1","1.1","ppm","13","Rubidoux","18","75.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/07/2019","AQS","060658001","1","0.9","ppm","10","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/08/2019","AQS","060658001","1","1.1","ppm","13","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/09/2019","AQS","060658001","1","0.9","ppm","10","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/10/2019","AQS","060658001","1","0.9","ppm","10","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/11/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/12/2019","AQS","060658001","1","1.1","ppm","13","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/13/2019","AQS","060658001","1","1.1","ppm","13","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/14/2019","AQS","060658001","1","0.9","ppm","10","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/15/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/16/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/17/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/18/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/19/2019","AQS","060658001","1","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/20/2019","AQS","060658001","1","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/21/2019","AQS","060658001","1","0.3","ppm","3","Rubidoux","13","54.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/22/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","18","75.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/23/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/24/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/25/2019","AQS","060658001","1","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/26/2019","AQS","060658001","1","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/27/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/28/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/29/2019","AQS","060658001","1","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"11/30/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/01/2019","AQS","060658001","1","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/02/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/03/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/04/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/05/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/06/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/07/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/08/2019","AQS","060658001","1","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/09/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/10/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/11/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/12/2019","AQS","060658001","1","1","ppm","11","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/13/2019","AQS","060658001","1","1.1","ppm","13","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/14/2019","AQS","060658001","1","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/15/2019","AQS","060658001","1","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/16/2019","AQS","060658001","1","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/17/2019","AQS","060658001","1","0.2","ppm","2","Rubidoux","16","67.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/18/2019","AQS","060658001","1","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/19/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/20/2019","AQS","060658001","1","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/21/2019","AQS","060658001","1","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/22/2019","AQS","060658001","1","0.9","ppm","10","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/23/2019","AQS","060658001","1","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/24/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/25/2019","AQS","060658001","1","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/26/2019","AQS","060658001","1","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/27/2019","AQS","060658001","1","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/28/2019","AQS","060658001","1","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/29/2019","AQS","060658001","1","0.9","ppm","10","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/30/2019","AQS","060658001","1","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"12/31/2019","AQS","060658001","1","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/01/2019","AQS","060658001","9","0.1","ppm","1","Rubidoux","19","79.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/02/2019","AQS","060658001","9","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/03/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/04/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/05/2019","AQS","060658001","9","1.1","ppm","13","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/06/2019","AQS","060658001","9","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/07/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/08/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/09/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/10/2019","AQS","060658001","9","1","ppm","11","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/11/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/12/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/13/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/14/2019","AQS","060658001","9","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/15/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/16/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/17/2019","AQS","060658001","9","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/18/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/19/2019","AQS","060658001","9","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/20/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/21/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/22/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/23/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/24/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/25/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/26/2019","AQS","060658001","9","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/27/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/28/2019","AQS","060658001","9","0.9","ppm","10","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/29/2019","AQS","060658001","9","1","ppm","11","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/30/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"01/31/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","18","75.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/01/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/02/2019","AQS","060658001","9","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/03/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/04/2019","AQS","060658001","9","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/05/2019","AQS","060658001","9","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/06/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/07/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/08/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/09/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/10/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/11/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/12/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/13/2019","AQS","060658001","9","0.8","ppm","9","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/14/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/15/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","18","75.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/16/2019","AQS","060658001","9","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/17/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/18/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/19/2019","AQS","060658001","9","0.4","ppm","5","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/20/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/21/2019","AQS","060658001","9","0.5","ppm","6","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/22/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/23/2019","AQS","060658001","9","0.6","ppm","7","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/24/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/25/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/26/2019","AQS","060658001","9","0.7","ppm","8","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/27/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"02/28/2019","AQS","060658001","9","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"03/01/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"03/02/2019","AQS","060658001","9","0.3","ppm","3","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"03/03/2019","AQS","060658001","9","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
"03/04/2019","AQS","060658001","9","0.2","ppm","2","Rubidoux","24","100.0000","42101","Carbon monoxide","40140","Riverside-San Bernardino-Ontario, CA","06","California","065","Riverside","33.9995800008751","-117.41601"
